epoch,accuracy,auc,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
1,0.8861017823219299,0.9184601902961731,759.0,1752.0,1.9970839023590088,0.8542065620422363,0.9311501979827881,9270.0,10265.0,0.9125226736068726,0.9396988749504089,158.0,83.0,1.4490180015563965,0.9367859959602356,0.8861671686172485,1284.0,1230.0
2,0.9092805981636047,0.9307799339294434,659.0,1341.0,1.3393568992614746,0.8854237794876099,0.9402104616165161,9683.0,10363.0,0.9161524772644043,0.9518293142318726,70.0,161.0,1.1130694150924683,0.8915824890136719,0.9497848153114319,1200.0,1324.0
3,0.6968610882759094,0.7718372941017151,3373.0,3310.0,2.391660451889038,0.6979926824569702,0.6940034627914429,7713.0,7650.0,0.5034482479095459,0.6905615329742432,0.0,1368.0,1.8309807777404785,0.5034482479095459,1.0,0.0,1387.0
4,0.6835707426071167,0.7438265681266785,3348.0,3628.0,1.6875914335250854,0.6791084408760071,0.69635409116745,7392.0,7678.0,0.7800362706184387,0.904772162437439,11.0,595.0,2.3575916290283203,0.6979695558547974,0.9920634627342224,774.0,1375.0
0,0.8167468309402466,0.878081738948822,1751.0,2289.0,3.5434765815734863,0.8020409941673279,0.8411791324615479,8732.0,9274.0,0.0,0.0,0.0,0.0,1.7544255256652832,0.0,0.0,0.0,0.0
1,0.7107411623001099,0.7951653599739075,3413.0,2964.0,3.035759687423706,0.7196633219718933,0.6903465986251831,8060.0,7609.0,0.0,0.0,0.0,0.0,1.164563775062561,0.0,0.0,0.0,0.0
2,0.8975777626037598,0.9276959896087646,687.0,1571.0,1.4312652349472046,0.868060827255249,0.9376757740974426,9452.0,10336.0,0.0,0.0,0.0,0.0,0.7631828188896179,0.0,0.0,0.0,0.0
3,0.9093259572982788,0.9347078800201416,645.0,1354.0,1.080964207649231,0.884608805179596,0.9414966106414795,9667.0,10380.0,0.0,0.0,0.0,0.0,0.6722077131271362,0.0,0.0,0.0,0.0
4,0.9119568467140198,0.9346168637275696,626.0,1315.0,0.9064854979515076,0.8877411484718323,0.9432199597358704,9706.0,10399.0,0.0,0.0,0.0,0.0,0.47875210642814636,0.0,0.0,0.0,0.0
0,0.7113761901855469,0.7850481271743774,3023.0,3340.0,4.263230323791504,0.705441415309906,0.7257303595542908,7684.0,7999.0,0.5553538799285889,0.6619596481323242,1018.0,207.0,3.1398262977600098,0.6461538672447205,0.27077364921569824,1152.0,378.0
1,0.877710223197937,0.9129250049591064,604.0,2092.0,3.655794620513916,0.8328138589859009,0.9452154040336609,8929.0,10421.0,0.8606170415878296,0.905748724937439,17.0,367.0,4.008635997772217,0.788837730884552,0.9877521395683289,1000.0,1371.0
2,0.908827006816864,0.933072030544281,450.0,1560.0,3.055495023727417,0.8714356422424316,0.9591799974441528,9462.0,10574.0,0.4965517222881317,0.9265406131744385,1387.0,0.0,1.9551640748977661,0.0,0.0,1368.0,0.0
3,0.8903202414512634,0.924635648727417,516.0,1902.0,3.0312559604644775,0.8467241525650024,0.9531887769699097,9121.0,10507.0,0.4921959936618805,0.9568850994110107,1399.0,0.0,1.7202993631362915,0.0,0.0,1356.0,0.0
4,0.9238410592079163,0.9414780735969543,498.0,1181.0,1.4088521003723145,0.8991460204124451,0.9548380970954895,9838.0,10529.0,0.495099812746048,0.9219585061073303,1391.0,0.0,1.920643925666809,0.0,0.0,1364.0,0.0
0,0.5003119707107544,0.49814915657043457,5459.0,5754.0,0.6986976265907288,0.5008241534233093,0.5139779448509216,5454.0,5773.0,0.49364790320396423,0.5,1395.0,0.0,0.6979347467422485,0.0,0.0,1360.0,0.0
1,0.49832168221473694,0.49538710713386536,5686.0,5374.0,0.6990715265274048,0.49836647510528564,0.48426303267478943,5647.0,5339.0,0.49691471457481384,0.5,1386.0,0.0,0.6984907388687134,0.0,0.0,1369.0,0.0
2,0.49977320432662964,0.49784743785858154,5459.0,5569.0,0.6977808475494385,0.49995511770248413,0.5049424171447754,5450.0,5568.0,0.49473685026168823,0.5,1392.0,0.0,0.6964606046676636,0.0,0.0,1363.0,0.0
3,0.49696090817451477,0.49546945095062256,5612.0,5478.0,0.697176992893219,0.4968772828578949,0.490836501121521,5546.0,5410.0,0.495099812746048,0.5,1391.0,0.0,0.6966791749000549,0.0,0.0,1364.0,0.0
4,0.4986845552921295,0.49715882539749146,5954.0,5098.0,0.6966073513031006,0.49857380986213684,0.45985665917396545,5925.0,5069.0,0.4972776770591736,0.5,1385.0,0.0,0.6959875226020813,0.0,0.0,1370.0,0.0
